ENSEMBLID;Symbol;mRNAbinding;IdentifiedCL;IdentifiedControl;p.adj.DESeq;p.adj.IC;RefSeq
ENSG00000138674;SEC31A;no evidence;identified;identified;1;0.162991736;"NP_057295;NP_055748;NP_0010706..."
ENSG00000138758;Sep-11;no evidence;identified;identified;0.713048069;0.082713552;NP_060713
ENSG00000139343;SNRPF;no evidence;identified;identified;0.183785931;0.628603379;NP_003086
ENSG00000139428;MMAB;no evidence;identified;identified;1;NA;NP_443077
ENSG00000140105;WARS;no evidence;identified;identified;1;0.037144733;"NP_776049;NP_998811;NP_998810;..."
ENSG00000140350;ANP32A;no evidence;not identified;identified;1;0.29555653;NP_006296
ENSG00000140598;EFTUD1;no evidence;not identified;identified;1;NA;"NP_078856;NP_001035700"
ENSG00000142634;EFHD2;no evidence;identified;identified;1;0.037638274;NP_077305
ENSG00000142798;HSPG2;no evidence;identified;identified;1;0.079356843;NP_005520
ENSG00000143416;SELENBP1;no evidence;not identified;identified;0.713048069;NA;NP_003935
ENSG00000143420;ENSA;no evidence;identified;identified;0.912257102;0.079553637;"NP_996926;NP_996927;NP_004427;..."
ENSG00000143457;GOLPH3L;no evidence;not identified;identified;0.930427451;NA;NP_060648
ENSG00000143924;EML4;no evidence;identified;identified;1;0.060267742;"NP_061936;NP_001138548"
ENSG00000144395;CCDC150;no evidence;not identified;identified;1;NA;NP_001074008
ENSG00000144724;PTPRG;no evidence;identified;identified;1;NA;NP_002832
ENSG00000144867;SRPRB;no evidence;identified;identified;1;0.144107033;NP_067026
ENSG00000145494;NDUFS6;no evidence;identified;identified;1;NA;NP_004544
ENSG00000145692;BHMT;no evidence;not identified;identified;1;NA;NP_001704
ENSG00000145703;IQGAP2;no evidence;not identified;identified;0.930427451;NA;NP_006624
ENSG00000145920;CPLX2;no evidence;identified;identified;1;NA;"NP_001008221;NP_006641"
ENSG00000146411;SLC2A12;no evidence;identified;identified;1;NA;NP_660159
ENSG00000147065;MSN;no evidence;identified;identified;1;0.020851779;NP_002435
ENSG00000147234;FRMPD3;no evidence;not identified;identified;1;0.419391756;
ENSG00000147471;PROSC;no evidence;not identified;identified;1;NA;NP_009129
ENSG00000148700;ADD3;no evidence;not identified;identified;1;NA;"NP_063968;NP_001112;NP_058432"
ENSG00000148719;DNAJB12;no evidence;identified;identified;1;NA;"NP_060096;NP_001002762"
ENSG00000148935;GAS2;no evidence;identified;identified;1;NA;"NP_001137302;NP_808221;NP_0052..."
ENSG00000148943;LIN7C;no evidence;identified;identified;1;0.030115969;NP_060832
ENSG00000149016;TUT1;no evidence;identified;identified;1;0.150346689;NP_073741
ENSG00000149182;ARFGAP2;no evidence;not identified;identified;1;NA;NP_115765
ENSG00000149591;TAGLN;no evidence;identified;identified;0.449290002;0.024818111;"NP_001001522;NP_003177"
ENSG00000149806;FAU;no evidence;identified;identified;0.713048069;0.098523301;NP_001988
ENSG00000149925;ALDOA;no evidence;identified;identified;1;0.327047465;"NP_908932;NP_000025;NP_908930;..."
ENSG00000151135;C12orf23;no evidence;identified;identified;1;0.043207019;NP_689474
ENSG00000151247;EIF4E;no evidence;not identified;identified;1;0.09224686;"NP_001959;NP_001124150;NP_0011..."
ENSG00000152910;CNTNAP4;no evidence;identified;identified;1;0.089740501;"NP_620481;NP_207837"
ENSG00000153048;CARHSP1;no evidence;identified;identified;1;0.15596801;"NP_055131;NP_001035941"
ENSG00000154099;LRRC50;no evidence;not identified;identified;NA;NA;NP_848547
ENSG00000154856;APCDD1;no evidence;not identified;identified;1;NA;NP_694545
ENSG00000155130;MARCKS;no evidence;identified;identified;0.930427451;0.012260389;NP_002347
ENSG00000155368;DBI;no evidence;identified;identified;1;0.024360006;"NP_001171514;NP_001073331;NP_0..."
ENSG00000158158;CNNM4;no evidence;not identified;identified;NA;NA;NP_064569
ENSG00000158164;TMSB15A;no evidence;identified;identified;1;NA;"NP_068832;NP_919305"
ENSG00000158710;TAGLN2;no evidence;identified;identified;1;0.01007471;NP_003555
ENSG00000159713;TPPP3;no evidence;identified;identified;1;0.211340169;"NP_057048;NP_057224"
ENSG00000160294;MCM3AP;no evidence;not identified;identified;1;NA;NP_003897
ENSG00000161057;PSMC2;no evidence;identified;identified;0.079518911;0.502847768;"NP_002794;NP_001191382"
ENSG00000162971;C2orf60;no evidence;not identified;identified;1;NA;NP_001034782
ENSG00000163002;NUP35;no evidence;not identified;identified;1;0.082852691;NP_612142
ENSG00000163110;PDLIM5;no evidence;identified;identified;1;0.180270512;"NP_006448;NP_001011515;NP_0010..."
ENSG00000163220;S100A9;no evidence;not identified;identified;1;NA;NP_002956
ENSG00000163399;ATP1A1;no evidence;identified;identified;1;0.021044363;"NP_001153706;NP_000692;NP_0011..."
ENSG00000163798;SLC4A1AP;no evidence;identified;identified;1;NA;NP_060628
ENSG00000163931;TKT;no evidence;identified;identified;0.674391251;0.06876746;"NP_001128527;NP_001055"
ENSG00000164022;AIMP1;no evidence;not identified;identified;0.713048069;NA;"NP_001135887;NP_004748;NP_0011..."
ENSG00000164587;RPS14;no evidence;identified;identified;0.411044306;0.038830059;"NP_001020242;NP_001020241;NP_0..."
ENSG00000164904;ALDH7A1;no evidence;not identified;identified;0.930427451;NA;"NP_001188306;NP_001173;NP_0011..."
ENSG00000164975;SNAPC3;no evidence;not identified;identified;NA;NA;NP_001034786
ENSG00000165097;KDM1B;no evidence;not identified;identified;1;NA;NP_694587
ENSG00000165280;VCP;no evidence;identified;identified;1;0.10648421;NP_009057
ENSG00000165525;NEMF;no evidence;identified;identified;1;NA;NP_004704
ENSG00000165591;FAAH2;no evidence;identified;identified;1;NA;NP_777572
ENSG00000165819;METTL3;no evidence;not identified;identified;0.930427451;NA;NP_062826
ENSG00000166147;FBN1;no evidence;not identified;identified;0.930427451;NA;NP_000129
ENSG00000166441;RPL27A;no evidence;identified;identified;0.072832566;0.018922608;NP_000981
ENSG00000166598;HSP90B1;no evidence;identified;identified;0.23659668;0.020617777;NP_003290
ENSG00000166913;YWHAB;no evidence;identified;identified;1;0.982483054;"NP_003395;NP_647539"
ENSG00000168028;RPSA;no evidence;identified;identified;0.057075452;0.010893202;"NP_002286;NP_001012321"
ENSG00000169020;ATP5I;no evidence;not identified;identified;NA;NA;NP_009031
ENSG00000169347;GP2;no evidence;identified;identified;0.971354146;NA;"NP_001493;NP_001007241;NP_0010..."
ENSG00000169972;PUSL1;no evidence;not identified;identified;0.930427451;NA;NP_699170
ENSG00000169981;ZNF35;no evidence;not identified;identified;1;NA;NP_003411
ENSG00000170471;RALGAPB;no evidence;not identified;identified;0.143405059;NA;NP_065069
ENSG00000170473;WIBG;no evidence;identified;identified;0.052149334;0.023201591;"NP_115721;NP_001137325"
ENSG00000170890;PLA2G1B;no evidence;identified;identified;0.930427451;NA;NP_000919
ENSG00000171497;PPID;no evidence;identified;identified;1;NA;NP_005029
ENSG00000171604;CXXC5;no evidence;identified;identified;1;NA;NP_057547
ENSG00000171766;GATM;no evidence;identified;identified;0.321834071;0.526313949;NP_001473
ENSG00000172809;RPL38;no evidence;identified;identified;0.713048069;0.039192123;"NP_001030335;NP_000990"
ENSG00000173486;FKBP2;no evidence;not identified;identified;0.930427451;NA;"NP_476433;NP_004461;NP_0011286..."
ENSG00000175115;PACS1;no evidence;identified;identified;1;NA;NP_060496
ENSG00000175203;DCTN2;no evidence;not identified;identified;1;NA;NP_006391
ENSG00000177189;RPS6KA3;no evidence;not identified;identified;1;NA;NP_004577
ENSG00000177600;RPLP2;no evidence;identified;identified;1;0.067911184;NP_000995
ENSG00000177954;RPS27;no evidence;identified;identified;0.713048069;0.093490255;NP_001021
ENSG00000178372;CALML5;no evidence;not identified;identified;1;NA;NP_059118
ENSG00000180370;PAK2;no evidence;identified;identified;1;NA;NP_002568
ENSG00000180376;CCDC66;no evidence;not identified;identified;1;NA;"NP_001135419;NP_001012524"
ENSG00000181789;COPG;no evidence;identified;identified;1;NA;NP_057212
ENSG00000182054;IDH2;no evidence;identified;identified;1;0.031965498;NP_002159
ENSG00000183049;CAMK1D;no evidence;not identified;identified;1;NA;"NP_705718;NP_065130"
ENSG00000183093;NA;no evidence;identified;identified;1;0.103725784;
ENSG00000184432;COPB2;no evidence;not identified;identified;1;NA;NP_004757
ENSG00000184459;BPIL2;no evidence;not identified;identified;1;NA;NP_777592
ENSG00000184470;TXNRD2;no evidence;not identified;identified;1;NA;NP_006431
ENSG00000184985;SORCS2;no evidence;not identified;identified;1;NA;NP_065828
ENSG00000185559;DLK1;no evidence;identified;identified;0.56841;NA;NP_003827
ENSG00000185615;PDIA2;no evidence;not identified;identified;1;NA;NP_006840
ENSG00000185722;ANKFY1;no evidence;not identified;identified;1;NA;"NP_057460;NP_065791"
ENSG00000186868;MAPT;no evidence;identified;identified;1;NA;"NP_001190180;NP_058525;NP_0585..."
ENSG00000187514;PTMA;no evidence;not identified;identified;1;NA;"NP_002814;NP_001092755"
ENSG00000187735;TCEA1;no evidence;identified;identified;0.096773559;0.016687298;"NP_958845;NP_006747"
ENSG00000188536;HBA2;no evidence;identified;identified;0.930427451;NA;"NP_000508;NP_000549"
ENSG00000196531;NACA;no evidence;identified;identified;0.778091016;0.082713552;"NP_001106674;NP_001106673;NP_0..."
ENSG00000197694;SPTAN1;no evidence;identified;identified;1;0.031525761;"NP_003118;NP_001123910;NP_0011..."
ENSG00000197756;RPL37A;no evidence;identified;identified;1;0.275751092;NP_000989
ENSG00000197958;RPL12;no evidence;identified;identified;1;0.03021239;NP_000967
ENSG00000198087;CD2AP;no evidence;identified;identified;0.778091016;0.306990714;NP_036252
ENSG00000198561;CTNND1;no evidence;identified;identified;1;0.010718254;"NP_001078929;NP_001193820;NP_0..."
ENSG00000204178;TMEM57;no evidence;not identified;identified;0.930427451;NA;NP_060672
ENSG00000204256;BRD2;no evidence;not identified;identified;0.713048069;0.033983982;"NP_001106653;NP_001186385;NP_0..."
ENSG00000204619;PPP1R11;no evidence;not identified;identified;1;NA;NP_068778
ENSG00000213931;HBE1;no evidence;not identified;identified;1;NA;NP_005321
ENSG00000218328;C1orf196;no evidence;not identified;identified;1;NA;
ENSG00000225663;FAM195B;no evidence;identified;identified;1;NA;"NP_001087236;NP_997251"
ENSG00000232112;CCDC72;no evidence;identified;identified;1;NA;NP_057017
ENSG00000242419;PCDHGC4;no evidence;identified;identified;1;NA;"NP_061751;NP_115782"
ENSG00000243696;MUSTN1;no evidence;identified;identified;1;0.010839782;NP_995325
ENSG00000244291;C7orf13;no evidence;identified;identified;0.065461148;NA;
sp|P22105|TENX_HUMAN;NA;no evidence;not identified;identified;NA;NA;
sp|P58107|EPIPL_HUMAN;NA;no evidence;identified;identified;NA;NA;
sp|Q9H853|TBA4B_HUMAN;NA;no evidence;identified;identified;NA;NA;
DECOY_ENSG00000076108;NA;DECOY;not identified;identified;NA;NA;
DECOY_ENSG00000082293;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000104728;NA;DECOY;not identified;identified;NA;NA;
DECOY_ENSG00000111339;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000112039;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000115524;NA;DECOY;not identified;identified;NA;NA;
DECOY_ENSG00000116852;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000117411;NA;DECOY;not identified;identified;NA;NA;
DECOY_ENSG00000117477;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000121903;NA;DECOY;not identified;not identified;NA;NA;
DECOY_ENSG00000124942;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000127616;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000139505;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000145020;NA;DECOY;not identified;not identified;NA;NA;
DECOY_ENSG00000146555;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000147234;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000148773;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000166317;NA;DECOY;not identified;identified;NA;NA;
DECOY_ENSG00000171533;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000172046;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000172794;NA;DECOY;identified;not identified;NA;NA;
DECOY_ENSG00000198734;NA;DECOY;identified;not identified;NA;NA;
CONT_A3EZ82;NA;CONTAMINANT;not identified;identified;NA;NA;
CONT_ENSEMBL:ENSBTAP00000007350;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_ENSEMBL:ENSBTAP00000016242;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_ENSEMBL:ENSBTAP00000018574;NA;CONTAMINANT;not identified;identified;NA;NA;
CONT_ENSEMBL:ENSBTAP00000025008;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_ENSEMBL:ENSBTAP00000038329;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P00761;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P01966;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02070;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02533;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02584;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_P02662;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02672;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02676;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P02768-1;NA;CONTAMINANT;not identified;identified;NA;NA;
CONT_P02769;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P04259;NA;CONTAMINANT;not identified;identified;NA;NA;
CONT_P04264;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P05784;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_P05787;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_P08779;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_P10096;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P12763;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P13645;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P13647;NA;CONTAMINANT;not identified;identified;NA;NA;
CONT_P15497;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P15636;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P21752;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P35527;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P35908;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P41361;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P50448;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_P60712;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P62894;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_P67983;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_Q1RMN8;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_Q28085;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_Q28107;NA;CONTAMINANT;identified;not identified;NA;NA;
CONT_Q2UVX4;NA;CONTAMINANT;identified;identified;NA;NA;
CONT_Q3SZR3;NA;CONTAMINANT;identified;identified;NA;NA;
